zipcode,zone,trange,zonetitle,last_spring_frost,first_fall_frost,growing_season
29180,8a,10 to 15,8a: 10 to 15,Apr 6,Nov 1,208 days
29201,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29202,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
29203,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29204,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29205,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
29206,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
29207,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29208,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
29209,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
29210,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29211,8b,15 to 20,8b: 15 to 20,Apr 1,Nov 1,213 days
29212,8b,15 to 20,8b: 15 to 20,Apr 1,Nov 1,213 days
29214,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29215,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29216,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29217,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29218,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29219,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 9,222 days
29220,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29221,8b,15 to 20,8b: 15 to 20,Apr 1,Nov 1,213 days
29222,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29223,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 9,222 days
29224,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 9,222 days
29225,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29226,8b,15 to 20,8b: 15 to 20,Apr 1,Nov 1,213 days
29227,8b,15 to 20,8b: 15 to 20,Apr 1,Nov 1,213 days
29228,8b,15 to 20,8b: 15 to 20,Apr 1,Nov 1,213 days
29229,8b,15 to 20,8b: 15 to 20,Mar 31,Nov 9,222 days
29230,8b,15 to 20,8b: 15 to 20,Apr 15,Oct 23,190 days
29240,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29250,8b,15 to 20,8b: 15 to 20,Mar 24,Nov 9,229 days
29260,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
29290,8b,15 to 20,8b: 15 to 20,Mar 21,Nov 12,235 days
